show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_number,duration_type,year_added,duration_num,content_length_category,original_vs_licensed,duration_int
s60,Movie,Naruto Shippuden: The Movie,Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Koichi Tochika, Ayumi Fujimura, Keisuke Oda, Daisuke Kishio, Fumiko Orikasa, Hidetoshi Nakamura, Tetsuya Kakihara, Kisho Taniyama, Miyuki Sawashiro, Katsuyuki Konishi, Masako Katsuki, Keiko Nemoto, Masashi Ebara, Kazuhiko Inoue, Showtaro Morikubo, Romi Park, Daisuke Ono, Seizo Kato",Japan,2021-09-15,2007-01-01,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","the adventures of adolescent ninja naruto uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",95.0,min,2021.0,95.0,Medium Movie,Licensed,95.0
s61,Movie,Naruto Shippuden: The Movie: The Lost Tower,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Satoshi Hino, Rikiya Koyama, Nobuaki Fukuda, Kenji Hamada, Keiko Nemoto, Saori Hayami, Yumi Toma, Yuko Kobayashi, Fujiko Takimoto, Mutsumi Tamura, Mayuki Makiguchi, Toshiyuki Morikawa",Japan,2021-09-15,2010-01-01,TV-14,85 min,"Action & Adventure, Anime Features, International Movies","when naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",85.0,min,2021.0,85.0,Medium Movie,Licensed,85.0
s62,Movie,Naruto The Movie 2: Legend Of The Stone Of Gelel,Hirotsugu Kawasaki,"Junko Takeuchi, Gamon Kaai, Chie Nakamura, Showtaro Morikubo, Akira Ishida, Yasuyuki Kase, Urara Takano, Sachiko Kojima, Houko Kuwashima, Takako Honda",Japan,2021-09-15,2005-01-01,TV-PG,97 min,"Action & Adventure, Anime Features, International Movies","while on a mission to return a missing pet, naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic temujin.",97.0,min,2021.0,97.0,Medium Movie,Licensed,97.0
s63,Movie,Naruto The Movie 3: Guardians Of The Crescent Moon Kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",Japan,2021-09-15,2006-01-01,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","exuberant ninja naruto teams up with his pals sakura and kakashi to escort prince michiru and his son, hikaru, to the crescent moon kingdom.",95.0,min,2021.0,95.0,Medium Movie,Licensed,95.0
s64,Movie,Naruto The Movie: Ninja Clash In The Land Of Snow,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",Japan,2021-09-15,2004-01-01,TV-PG,83 min,"Action & Adventure, Anime Features, International Movies","naruto, sasuke and sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",83.0,min,2021.0,83.0,Medium Movie,Licensed,83.0
s65,Movie,Nightbooks,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",Unknown,2021-09-15,2021-01-01,TV-PG,103 min,Children & Family Movies,scary story fan alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,103.0,min,2021.0,103.0,Medium Movie,Original,103.0
s66,Tv Show,Numberblocks,Unknown,"Beth Chalmers, David Holt, Marcel Mccalla, Teresa Gallagher",United Kingdom,2021-09-15,2021-01-01,TV-Y,6 seasons,Kids' Tv,"in a place called numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",6.0,season,2021.0,6.0,Multi Season Show,Original,6.0
s67,Tv Show,Raja Rasoi Aur Anya Kahaniyan,Unknown,Unknown,India,2021-09-15,2014-01-01,TV-G,1 season,"Docuseries, International Tv Shows","explore the history and flavors of regional indian cuisine, from traditional kashmiri feasts to the vegetarian dishes of gujarat.",1.0,season,2021.0,1.0,Single Season Show,Licensed,1.0
s68,Tv Show,Saved By The Bell,Unknown,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",United States,2021-09-15,1994-01-01,TV-PG,9 seasons,"Kids' Tv, Tv Comedies","from middle school to college, best friends zack, kelly, slater, jessie, screech and lisa take on the highs and lows of life together in this hit series.",9.0,season,2021.0,9.0,Multi Season Show,Licensed,9.0
s69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,Unknown,2021-09-15,2021-01-01,TV-14,113 min,"Documentaries, International Movies, Sports Movies","through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time formula 1 champion michael schumacher.",113.0,min,2021.0,113.0,Medium Movie,Original,113.0
s70,Tv Show,Stories By Rabindranath Tagore,Unknown,Unknown,India,2021-09-15,2015-01-01,TV-PG,1 season,"International Tv Shows, Tv Dramas",the writings of nobel prize winner rabindranath tagore come to life in this collection of tales set in early-20th-century bengal.,1.0,season,2021.0,1.0,Single Season Show,Licensed,1.0
s71,Tv Show,Too Hot To Handle: Latino,Unknown,Itatí Cantoral,Unknown,2021-09-15,2021-01-01,TV-MA,1 season,"International Tv Shows, Reality Tv, Romantic Tv Shows","on this reality show, singles from latin america and spain are challenged to give up sex. but here, abstinence comes with a silver lining: us$100,000.",1.0,season,2021.0,1.0,Single Season Show,Original,1.0
s72,Movie,A Storybots Space Adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",Unknown,2021-09-14,2021-01-01,TV-Y,13 min,Children & Family Movies,join the storybots and the space travelers of the historic inspiration4 mission as they search for answers to kids' questions about space.,13.0,min,2021.0,13.0,Short Movie,Original,13.0
s73,Tv Show,Jack Whitehall: Travels With My Father,Unknown,"Jack Whitehall, Michael Whitehall",United Kingdom,2021-09-14,2021-01-01,TV-MA,5 seasons,"British Tv Shows, Docuseries, International Tv Shows","jovial comic jack whitehall invites his stuffy father, michael, to travel with him through southeast asia in an attempt to strengthen their bond.",5.0,season,2021.0,5.0,Multi Season Show,Original,5.0
s74,Movie,King Of Boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""Illbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,2021-09-14,2018-01-01,TV-MA,182 min,"Dramas, International Movies","when a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",182.0,min,2021.0,182.0,Long Movie,Licensed,182.0
s75,Tv Show,The World'S Most Amazing Vacation Rentals,Unknown,Unknown,Unknown,2021-09-14,2021-01-01,TV-PG,2 seasons,Reality Tv,"with an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",2.0,season,2021.0,2.0,Multi Season Show,Original,2.0
s76,Movie,You Vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",Unknown,2021-09-14,2021-01-01,TV-G,106 min,Children & Family Movies,"after a plane crash leaves bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",106.0,min,2021.0,106.0,Medium Movie,Original,106.0
s77,Tv Show,Yowamushi Pedal,Unknown,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,2021-09-14,2013-01-01,TV-14,1 season,"Anime Series, International Tv Shows","a timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",1.0,season,2021.0,1.0,Single Season Show,Licensed,1.0
s78,Movie,Little Singham - Black Shadow,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",Unknown,2021-09-11,2021-01-01,TV-Y7,48 min,"Children & Family Movies, Comedies",kid cop little singham loses all his superpowers while trying to stop the demon kaal’s new evil plans! can his inner strength help him defeat the enemy?,48.0,min,2021.0,48.0,Short Movie,Original,48.0
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",Unknown,2021-09-11,2020-01-01,TV-14,145 min,"Comedies, Dramas, International Movies",a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,145.0,min,2021.0,145.0,Long Movie,Licensed,145.0
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",Unknown,2021-09-11,2021-01-01,TV-14,145 min,"Comedies, Dramas, International Movies",a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,145.0,min,2021.0,145.0,Long Movie,Original,145.0
s81,Movie,Firedrake The Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",Unknown,2021-09-10,2021-01-01,TV-Y7,93 min,Children & Family Movies,"when his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",93.0,min,2021.0,93.0,Medium Movie,Original,93.0
s82,Movie,Kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,2021-09-10,2021-01-01,R,106 min,Action & Adventure,"slipped a fatal poison on her final job, a ruthless assassin working in tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",106.0,min,2021.0,106.0,Medium Movie,Original,106.0
s83,Tv Show,Lucifer,Unknown,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,2021-09-10,2021-01-01,TV-14,6 seasons,"Crime Tv Shows, Tv Comedies, Tv Dramas","bored with being the lord of hell, the devil relocates to los angeles, where he opens a nightclub and forms a connection with a homicide detective.",6.0,season,2021.0,6.0,Multi Season Show,Original,6.0
s84,Tv Show,Metal Shop Masters,Unknown,Jo Koy,Unknown,2021-09-10,2021-01-01,TV-MA,1 season,Reality Tv,"on this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. only one will win a $50,000 prize.",1.0,season,2021.0,1.0,Single Season Show,Original,1.0
s85,Movie,Omo Ghetto: The Saga,"Jjc Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,2021-09-10,2020-01-01,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",147.0,min,2021.0,147.0,Long Movie,Licensed,147.0
s86,Tv Show,Pokémon Master Journeys: The Series,Unknown,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",Unknown,2021-09-10,2021-01-01,TV-Y7,1 season,"Anime Series, Kids' Tv","as ash battles his way through the world coronation series, goh continues his quest to catch every pokémon. together, they're on a journey to adventure!",1.0,season,2021.0,1.0,Single Season Show,Original,1.0
s87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",Unknown,2021-09-10,2021-01-01,TV-MA,87 min,"International Movies, Thrillers",a hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,87.0,min,2021.0,87.0,Medium Movie,Original,87.0
s88,Tv Show,Titipo Titipo,Unknown,"Jeon Hae-Ri, Kim Eun-Ah, Hong Bum-Ki, Nam Do-Hyeong, Um Sang-Hyun",Unknown,2021-09-10,2019-01-01,TV-Y,2 seasons,"Kids' Tv, Korean Tv Shows",titipo the train is out to prove that he's got what it takes to help the folks of train village ride the rails safely and reliably.,2.0,season,2021.0,2.0,Multi Season Show,Licensed,2.0
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",Unknown,2021-09-09,2021-01-01,PG-13,96 min,"Documentaries, Sports Movies","from a chance meeting to a tragic fallout, malcolm x and muhammad ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",96.0,min,2021.0,96.0,Medium Movie,Original,96.0
s90,Tv Show,Mighty Raju,Unknown,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",Unknown,2021-09-09,2017-01-01,TV-Y7,4 seasons,Kids' Tv,"born with superhuman abilities, young raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",4.0,season,2021.0,4.0,Multi Season Show,Licensed,4.0
s91,Movie,Paradise Hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States",2021-09-09,2019-01-01,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. that’s bad enough, but its real purpose is even worse.",95.0,min,2021.0,95.0,Medium Movie,Licensed,95.0
s92,Movie,The Women And The Murderer,"Mona Achache, Patricia Tourancheau",Unknown,France,2021-09-09,2021-01-01,TV-14,92 min,"Documentaries, International Movies",this documentary traces the capture of serial killer guy georges through the tireless work of two women: a police chief and a victim's mother.,92.0,min,2021.0,92.0,Medium Movie,Original,92.0
s93,Tv Show,Into The Night,Unknown,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Belgium,2021-09-08,2021-01-01,TV-MA,2 seasons,"International Tv Shows, Tv Dramas, Tv Mysteries",passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2.0,season,2021.0,2.0,Multi Season Show,Original,2.0
s94,Movie,Jj+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",Unknown,2021-09-08,2021-01-01,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","elisabeth and john-john live in the same city, but they inhabit different worlds. can a passionate first love break through class and cultural barriers?",91.0,min,2021.0,91.0,Medium Movie,Original,91.0
s95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States",2021-09-08,2018-01-01,PG,90 min,"Children & Family Movies, Comedies",a rough and tough police dog must go undercover with an fbi agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,90.0,min,2021.0,90.0,Medium Movie,Licensed,90.0
s96,Tv Show,The Circle,Unknown,Michelle Buteau,"United States, United Kingdom",2021-09-08,2021-01-01,TV-MA,3 seasons,Reality Tv,"status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",3.0,season,2021.0,3.0,Multi Season Show,Original,3.0
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,2021-09-07,2018-01-01,TV-MA,97 min,"Documentaries, Music & Musicals","using interviews and archival footage, this documentary charts the story of the legendary southern rockers with a focus on front man ronnie van zant.",97.0,min,2021.0,97.0,Medium Movie,Licensed,97.0
s98,Tv Show,Kid Cosmic,Unknown,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,2021-09-07,2021-01-01,TV-Y7,2 seasons,"Kids' Tv, Tv Comedies, Tv Sci-Fi & Fantasy",a boy's superhero dreams come true when he finds five powerful cosmic stones. but saving the day is harder than he imagined — and he can't do it alone.,2.0,season,2021.0,2.0,Multi Season Show,Original,2.0
s99,Tv Show,Octonauts: Above & Beyond,Unknown,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,2021-09-07,2021-01-01,TV-Y,1 season,"British Tv Shows, Kids' Tv","the octonauts expand their exploration beyond the sea — and onto land! with new rides and new friends, they'll protect any habitats and animals at risk.",1.0,season,2021.0,1.0,Single Season Show,Original,1.0
