show_id	type	title	director	country	primary_country	year_added	month_added	release_year	rating	rating_category	duration	duration_int	listed_in	genres	primary_genre	content_length_category	original_vs_licensed
s125	Tv Show	Pororo - The Little Penguin	Unknown	South Korea	South Korea	2021	September	2013	Tv-Y7	Kids	3 Seasons	3.0	Kids Tv, Korean Tv Shows	Kids Tv | Korean Tv Shows	Kids Tv	Series	Licensed
s126	Tv Show	Q-Force	Unknown	United States	United States	2021	September	2021	Tv-Ma	Mature	1 Season	1.0	Crime Tv Shows, Tv Action & Adventure, Tv Comedies	Crime Tv Shows | Tv Action & Adventure | Tv Comedies	Crime Tv Shows	Series	Original
s127	Movie	Shikara	Vidhu Vinod Chopra	India	India	2021	September	2020	Tv-14	Teen	115 min	115.0	Dramas, International Movies, Romantic Movies	Dramas | International Movies | Romantic Movies	Dramas	Medium	Licensed
s128	Movie	A Cinderella Story	Mark Rosman	United States, Canada	United States	2021	September	2004	Pg	General	95 min	95.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Medium	Licensed
s129	Movie	Agatha ChristieS Crooked House	Gilles Paquet-Brenner	Nan	Unknown	2021	September	2017	Pg-13	Teen	115 min	115.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Medium	Licensed
s130	Movie	An Unfinished Life	Lasse Hallström	Germany, United States	Germany	2021	September	2005	Pg-13	Teen	108 min	108.0	Dramas	Dramas	Dramas	Medium	Licensed
s131	Movie	Barbie Big City Big Dreams	Scott Pleydell-Pearce	Nan	Unknown	2021	September	2021	Tv-Y	Kids	63 min	63.0	Children & Family Movies, Music & Musicals	Children & Family Movies | Music & Musicals	Children & Family Movies	Short	Original
s132	Movie	Blade Runner: The Final Cut	Ridley Scott	United States	United States	2021	September	1982	R	Mature	117 min	117.0	Action & Adventure, Classic Movies, Cult Movies	Action & Adventure | Classic Movies | Cult Movies	Action & Adventure	Medium	Licensed
s133	Tv Show	Brave Animated Series	Unknown	Nan	Unknown	2021	September	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Tv Action & Adventure, Tv Comedies	International Tv Shows | Tv Action & Adventure | Tv Comedies	International Tv Shows	Series	Original
s134	Movie	Chappie	Neill Blomkamp	South Africa, United States	South Africa	2021	September	2015	R	Mature	121 min	121.0	Action & Adventure, Sci-Fi & Fantasy	Action & Adventure | Sci-Fi & Fantasy	Action & Adventure	Long	Licensed
s135	Movie	Clear And Present Danger	Phillip Noyce	United States, Mexico	United States	2021	September	1994	Pg-13	Teen	142 min	142.0	Action & Adventure, Dramas	Action & Adventure | Dramas	Action & Adventure	Long	Licensed
s136	Movie	Cliffhanger	Renny Harlin	United States, Italy, France, Japan	United States	2021	September	1993	R	Mature	113 min	113.0	Action & Adventure	Action & Adventure	Action & Adventure	Medium	Licensed
s137	Movie	Cold Mountain	Anthony Minghella	United States, Italy, Romania, United Kingdom	United States	2021	September	2003	R	Mature	154 min	154.0	Dramas, Romantic Movies	Dramas | Romantic Movies	Dramas	Long	Licensed
s138	Movie	Crocodile Dundee In Los Angeles	Simon Wincer	Australia, United States	Australia	2021	September	2001	Pg	General	95 min	95.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s139	Movie	Dear John	Lasse Hallström	United States	United States	2021	September	2010	Pg-13	Teen	108 min	108.0	Dramas, Romantic Movies	Dramas | Romantic Movies	Dramas	Medium	Licensed
s140	Movie	Do The Right Thing	Spike Lee	United States	United States	2021	September	1989	R	Mature	120 min	120.0	Classic Movies, Comedies, Dramas	Classic Movies | Comedies | Dramas	Classic Movies	Long	Licensed
s141	Movie	El Patrón, Radiografía De Un Crimen	Sebastián Schindel	Argentina, Venezuela	Argentina	2021	September	2014	Tv-Ma	Mature	100 min	100.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Medium	Licensed
s142	Movie	Extraction	Steven C. Miller	United States, United Kingdom, Canada	United States	2021	September	2015	R	Mature	82 min	82.0	Action & Adventure	Action & Adventure	Action & Adventure	Short	Licensed
s143	Movie	Freedom Writers	Richard Lagravenese	Germany, United States	Germany	2021	September	2007	Pg-13	Teen	124 min	124.0	Dramas	Dramas	Dramas	Long	Licensed
s144	Movie	Green Lantern	Martin Campbell	United States	United States	2021	September	2011	Pg-13	Teen	114 min	114.0	Action & Adventure, Sci-Fi & Fantasy	Action & Adventure | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s145	Movie	House Party	Reginald Hudlin	United States	United States	2021	September	1990	R	Mature	104 min	104.0	Comedies, Cult Movies	Comedies | Cult Movies	Comedies	Medium	Licensed
s146	Movie	House Party 2	George Jackson, Doug Mchenry	United States	United States	2021	September	1991	R	Mature	94 min	94.0	Comedies, Cult Movies, Music & Musicals	Comedies | Cult Movies | Music & Musicals	Comedies	Medium	Licensed
s147	Movie	House Party 3	Eric Meza	United States	United States	2021	September	1994	R	Mature	94 min	94.0	Comedies, Music & Musicals	Comedies | Music & Musicals	Comedies	Medium	Licensed
s148	Tv Show	How To Be A Cowboy	Unknown	Nan	Unknown	2021	September	2021	Tv-Pg	General	1 Season	1.0	Reality Tv	Reality Tv	Reality Tv	Series	Original
s149	Tv Show	Hq Barbers	Gerhard Mostert	Nan	Unknown	2021	September	2020	Tv-14	Teen	1 Season	1.0	Tv Shows	Tv Shows	Tv Shows	Series	Licensed
s150	Movie	I Got The Hook Up	Michael Martin	United States	United States	2021	September	1998	R	Mature	93 min	93.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s151	Movie	In Too Deep	Michael Rymer	United States	United States	2021	September	1999	R	Mature	97 min	97.0	Thrillers	Thrillers	Thrillers	Medium	Licensed
s152	Movie	Initial D	Andrew Lau Wai-Keung, Alan Mak	China, Hong Kong	China	2021	September	2005	Tv-14	Teen	109 min	109.0	Action & Adventure, International Movies	Action & Adventure | International Movies	Action & Adventure	Medium	Licensed
s153	Movie	Janoskians: Untold And Untrue	Brett Weiner	United States	United States	2021	September	2016	Tv-Ma	Mature	88 min	88.0	Comedies	Comedies	Comedies	Short	Licensed
s154	Tv Show	Kid-E-Cats	Unknown	Russia	Russia	2021	September	2016	Tv-Y	Kids	2 Seasons	2.0	Kids Tv	Kids Tv	Kids Tv	Series	Licensed
s155	Tv Show	KurokoS Basketball	Unknown	Japan	Japan	2021	September	2015	Tv-Ma	Mature	3 Seasons	3.0	Anime Series, International Tv Shows, Teen Tv Shows	Anime Series | International Tv Shows | Teen Tv Shows	Anime Series	Series	Licensed
s156	Movie	Labyrinth	Jim Henson	United Kingdom, United States	United Kingdom	2021	September	1986	Pg	General	101 min	101.0	Action & Adventure, Children & Family Movies, Cult Movies	Action & Adventure | Children & Family Movies | Cult Movies	Action & Adventure	Medium	Licensed
s157	Movie	Letters To Juliet	Gary Winick	United States	United States	2021	September	2010	Pg	General	105 min	105.0	Comedies, Dramas, Romantic Movies	Comedies | Dramas | Romantic Movies	Comedies	Medium	Licensed
s158	Movie	Level 16	Danishka Esterhazy	Canada	Canada	2021	September	2018	Tv-14	Teen	102 min	102.0	Sci-Fi & Fantasy, Thrillers	Sci-Fi & Fantasy | Thrillers	Sci-Fi & Fantasy	Medium	Licensed
s159	Movie	Love DonT Cost A Thing	Troy Byer	United States	United States	2021	September	2003	Pg-13	Teen	101 min	101.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Licensed
s160	Movie	Love In A Puff	Pang Ho-Cheung	Hong Kong	Hong Kong	2021	September	2010	Tv-Ma	Mature	103 min	103.0	Comedies, Dramas, International Movies	Comedies | Dramas | International Movies	Comedies	Medium	Licensed
s161	Tv Show	Major Dad	Unknown	United States	United States	2021	September	1992	Tv-Pg	General	4 Seasons	4.0	Tv Comedies	Tv Comedies	Tv Comedies	Series	Licensed
s162	Movie	Mars Attacks!	Tim Burton	United States	United States	2021	September	1996	Pg-13	Teen	106 min	106.0	Comedies, Cult Movies, Sci-Fi & Fantasy	Comedies | Cult Movies | Sci-Fi & Fantasy	Comedies	Medium	Licensed
s163	Movie	Marshall	Reginald Hudlin	United States, China, Hong Kong	United States	2021	September	2017	Pg-13	Teen	118 min	118.0	Dramas	Dramas	Dramas	Medium	Licensed
s164	Movie	My BossS Daughter	David Zucker	United States	United States	2021	September	2003	R	Mature	86 min	86.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Short	Licensed
s165	Movie	Mystery Men	Kinka Usher	United States	United States	2021	September	1999	Pg-13	Teen	121 min	121.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Long	Licensed
s166	Tv Show	Oldsters	Unknown	Nan	Unknown	2021	September	2019	Tv-Ma	Mature	1 Season	1.0	Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows	Crime Tv Shows | International Tv Shows | Spanish-Language Tv Shows	Crime Tv Shows	Series	Licensed
s167	Movie	Once Upon A Time In America	Sergio Leone	Italy, United States	Italy	2021	September	1984	R	Mature	229 min	229.0	Classic Movies, Dramas	Classic Movies | Dramas	Classic Movies	Long	Licensed
s168	Movie	Open Season 2	Matthew OCallaghan, Todd Wilderman	United States, Canada	United States	2021	September	2008	Pg	General	76 min	76.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Short	Licensed
s169	Movie	Osmosis Jones	Bobby Farrelly, Peter Farrelly	United States	United States	2021	September	2001	Pg	General	95 min	95.0	Action & Adventure, Children & Family Movies, Comedies	Action & Adventure | Children & Family Movies | Comedies	Action & Adventure	Medium	Licensed
s170	Movie	Poseidon	Wolfgang Petersen	United States	United States	2021	September	2006	Pg-13	Teen	98 min	98.0	Action & Adventure, Dramas	Action & Adventure | Dramas	Action & Adventure	Medium	Licensed
s171	Movie	Rhyme & Reason	Peter Spirer	United States	United States	2021	September	1997	R	Mature	89 min	89.0	Documentaries, Music & Musicals	Documentaries | Music & Musicals	Documentaries	Short	Licensed
s172	Movie	Same Kind Of Different As Me	Michael Carney	United States	United States	2021	September	2017	Pg-13	Teen	120 min	120.0	Dramas, Faith & Spirituality	Dramas | Faith & Spirituality	Dramas	Long	Licensed
s173	Movie	School Of Rock	Richard Linklater	United States, Germany	United States	2021	September	2003	Pg-13	Teen	110 min	110.0	Comedies, Music & Musicals	Comedies | Music & Musicals	Comedies	Medium	Licensed
s174	Movie	Snervous Tyler Oakley	Amy Rice	United States	United States	2021	September	2015	Pg-13	Teen	83 min	83.0	Documentaries, Lgbtq Movies	Documentaries | Lgbtq Movies	Documentaries	Short	Licensed
s175	Movie	Tears Of The Sun	Antoine Fuqua	United States	United States	2021	September	2003	R	Mature	121 min	121.0	Action & Adventure, Dramas	Action & Adventure | Dramas	Action & Adventure	Long	Licensed
s176	Movie	The Blue Lagoon	Randal Kleiser	United States	United States	2021	September	1980	R	Mature	105 min	105.0	Dramas, Romantic Movies	Dramas | Romantic Movies	Dramas	Medium	Licensed
s177	Movie	The Golden Child	Michael Ritchie	United States	United States	2021	September	1986	Pg-13	Teen	94 min	94.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s178	Movie	The Guns Of Navarone	J. Lee Thompson	United Kingdom, United States	United Kingdom	2021	September	1961	Tv-14	Teen	156 min	156.0	Action & Adventure, Classic Movies	Action & Adventure | Classic Movies	Action & Adventure	Long	Licensed
s179	Movie	The Interview	Evan Goldberg, Seth Rogen	United States	United States	2021	September	2014	R	Mature	112 min	112.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s180	Movie	The Nutty Professor	Tom Shadyac	United States	United States	2021	September	1996	Pg-13	Teen	95 min	95.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Licensed
s181	Movie	The Nutty Professor Ii: The Klumps	Peter Segal	Nan	Unknown	2021	September	2000	Pg-13	Teen	107 min	107.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Licensed
s182	Tv Show	Turning Point: 9/11 And The War On Terror	Unknown	Nan	Unknown	2021	September	2021	Tv-14	Teen	1 Season	1.0	Docuseries	Docuseries	Docuseries	Series	Original
s183	Movie	Welcome Home Roscoe Jenkins	Malcolm D. Lee	United States	United States	2021	September	2008	Pg-13	Teen	114 min	114.0	Comedies	Comedies	Comedies	Medium	Licensed
s184	Movie	In The Line Of Fire	Wolfgang Petersen	United States	United States	2021	August	1993	R	Mature	129 min	129.0	Action & Adventure, Classic Movies	Action & Adventure | Classic Movies	Action & Adventure	Long	Licensed
s185	Tv Show	Sparking Joy	Unknown	United States	United States	2021	August	2021	Tv-Pg	General	1 Season	1.0	Reality Tv	Reality Tv	Reality Tv	Series	Original
s186	Movie	Untold: Crime & Penalties	Chapman Way, Maclain Way	Nan	Unknown	2021	August	2021	Tv-Ma	Mature	86 min	86.0	Documentaries, Sports Movies	Documentaries | Sports Movies	Documentaries	Short	Original
s187	Tv Show	Hometown Cha-Cha-Cha	Unknown	Nan	Unknown	2021	August	2021	Tv-14	Teen	1 Season	1.0	International Tv Shows, Romantic Tv Shows, Tv Comedies	International Tv Shows | Romantic Tv Shows | Tv Comedies	International Tv Shows	Series	Original
s188	Tv Show	The Ingenuity Of The Househusband	Unknown	Nan	Unknown	2021	August	2021	Tv-G	General	1 Season	1.0	International Tv Shows, Tv Comedies	International Tv Shows | Tv Comedies	International Tv Shows	Series	Original
s189	Movie	2 Alone In Paris	Ramzy Bedia, Éric Judor	France	France	2021	August	2008	Tv-Ma	Mature	97 min	97.0	Comedies, International Movies	Comedies | International Movies	Comedies	Medium	Licensed
s190	Tv Show	Bread Barbershop	Unknown	Nan	Unknown	2021	August	2020	Tv-Y	Kids	2 Seasons	2.0	Kids Tv, Tv Comedies	Kids Tv | Tv Comedies	Kids Tv	Series	Licensed
s191	Movie	Thimmarusu	Sharan Koppisetty	India	India	2021	August	2021	Tv-14	Teen	125 min	125.0	Dramas, International Movies	Dramas | International Movies	Dramas	Long	Original
s192	Movie	Wind River	Taylor Sheridan	United Kingdom, Canada, United States	United Kingdom	2021	August	2017	R	Mature	107 min	107.0	Dramas, Independent Movies	Dramas | Independent Movies	Dramas	Medium	Licensed
s193	Movie	C Kkompany	Sachin Yardi	India	India	2021	August	2008	Tv-14	Teen	127 min	127.0	Action & Adventure, Comedies, International Movies	Action & Adventure | Comedies | International Movies	Action & Adventure	Long	Licensed
s194	Tv Show	D.P.	Unknown	, South Korea	South Korea	2021	August	2021	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Tv Dramas	International Tv Shows | Tv Dramas	International Tv Shows	Series	Original
s195	Tv Show	Deadly Sins	Unknown	Nan	Unknown	2021	August	2002	Tv-Ma	Mature	1 Season	1.0	International Tv Shows, Spanish-Language Tv Shows, Tv Dramas	International Tv Shows | Spanish-Language Tv Shows | Tv Dramas	International Tv Shows	Series	Licensed
s196	Movie	Emi: Liya Hai To Chukana Padega	Saurabh Kabra	India	India	2021	August	2008	Tv-14	Teen	128 min	128.0	Comedies, Dramas, International Movies	Comedies | Dramas | International Movies	Comedies	Long	Licensed
s197	Movie	HeS All That	Mark Waters	Nan	Unknown	2021	August	2021	Tv-14	Teen	92 min	92.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Medium	Original
s198	Tv Show	I Heart Arlo	Unknown	Nan	Unknown	2021	August	2021	Tv-Y7	Kids	1 Season	1.0	Kids Tv, Tv Comedies	Kids Tv | Tv Comedies	Kids Tv	Series	Original
s199	Tv Show	King Of Boys: The Return Of The King	Kemi Adetiba	Nigeria	Nigeria	2021	August	2021	Tv-Ma	Mature	1 Season	1.0	Crime Tv Shows, International Tv Shows, Tv Dramas	Crime Tv Shows | International Tv Shows | Tv Dramas	Crime Tv Shows	Series	Original
s200	Movie	Koi Aap Sa	Partho Mitra	India	India	2021	August	2006	Tv-14	Teen	135 min	135.0	Comedies, Dramas, International Movies	Comedies | Dramas | International Movies	Comedies	Long	Licensed
s201	Movie	Krishna Cottage	Santram Varma	India	India	2021	August	2004	Tv-14	Teen	124 min	124.0	Action & Adventure, Horror Movies, International Movies	Action & Adventure | Horror Movies | International Movies	Action & Adventure	Long	Licensed
s202	Movie	Kucch To Hai	Anil V. Kumar, Anurag Basu	India	India	2021	August	2003	Tv-14	Teen	136 min	136.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Long	Licensed
s203	Movie	Kyaa Kool Hai Hum	Sangeeth Sivan	India	India	2021	August	2005	Tv-Ma	Mature	165 min	165.0	Comedies, International Movies, Music & Musicals	Comedies | International Movies | Music & Musicals	Comedies	Long	Licensed
s204	Movie	Kyaa Kool Hain Hum 3	Umesh Ghadge	India	India	2021	August	2016	Tv-Ma	Mature	124 min	124.0	Comedies, International Movies	Comedies | International Movies	Comedies	Long	Licensed
s205	Movie	Kyaa Super Kool Hain Hum	Sachin Yardi	India	India	2021	August	2012	Tv-Ma	Mature	136 min	136.0	Comedies, International Movies	Comedies | International Movies	Comedies	Long	Licensed
s206	Movie	Kyo Kii... Main Jhuth Nahin Bolta	David Dhawan	India	India	2021	August	2001	Tv-14	Teen	150 min	150.0	Comedies, International Movies, Sci-Fi & Fantasy	Comedies | International Movies | Sci-Fi & Fantasy	Comedies	Long	Licensed
s207	Movie	Lsd: Love, Sex Aur Dhokha	Dibakar Banerjee	India	India	2021	August	2010	Tv-Ma	Mature	112 min	112.0	Dramas, Independent Movies, International Movies	Dramas | Independent Movies | International Movies	Dramas	Medium	Licensed
s208	Movie	Mission Istaanbul: Darr Ke Aagey Jeet Hai	Apoorva Lakhia	India	India	2021	August	2008	Tv-14	Teen	119 min	119.0	Action & Adventure, International Movies, Music & Musicals	Action & Adventure | International Movies | Music & Musicals	Action & Adventure	Medium	Licensed
s209	Movie	Once Upon A Time In Mumbaai	Milan Luthria	India	India	2021	August	2010	Tv-14	Teen	133 min	133.0	Dramas, International Movies, Music & Musicals	Dramas | International Movies | Music & Musicals	Dramas	Long	Licensed
s210	Movie	Once Upon A Time In Mumbai Dobaara!	Milan Luthria	India	India	2021	August	2013	Tv-14	Teen	142 min	142.0	Dramas, International Movies, Music & Musicals	Dramas | International Movies | Music & Musicals	Dramas	Long	Licensed
s211	Movie	Ragini Mms	Pawan Kripalani	India	India	2021	August	2011	Tv-Ma	Mature	93 min	93.0	Horror Movies, International Movies	Horror Movies | International Movies	Horror Movies	Medium	Licensed
s212	Movie	Ragini Mms 2	Bhushan Patel	India	India	2021	August	2014	Tv-Ma	Mature	113 min	113.0	Horror Movies, International Movies	Horror Movies | International Movies	Horror Movies	Medium	Licensed
s213	Tv Show	Rebellion	Unknown	Ireland	Ireland	2021	August	2016	Tv-Ma	Mature	2 Seasons	2.0	International Tv Shows, Tv Dramas	International Tv Shows | Tv Dramas	International Tv Shows	Series	Licensed
